target	name	probe count	reads hit	reads tested	total size	strains
1308	Actinopteri_Cypriniformes_Cyprinidae_Couesius	0	0	16401	16601	1
1309	Actinopteri_Cypriniformes_Cyprinidae_Couesius_plumbeus	1754	15811	16401	16601	1
1310	Actinopteri_Cypriniformes_Cyprinidae_Crossocheilus	362	4487	65558	66358	4
1311	Actinopteri_Cypriniformes_Cyprinidae_Crossocheilus_atrilimes	1212	15612	16387	16587	1
1312	Actinopteri_Cypriniformes_Cyprinidae_Crossocheilus_langei	1105	14415	16370	16570	1
1313	Actinopteri_Cypriniformes_Cyprinidae_Crossocheilus_reticulatus	1241	15437	16389	16589	1
1314	Actinopteri_Cypriniformes_Cyprinidae_Crossocheilus_siamensis	1622	14078	16412	16612	1
1315	Actinopteri_Cypriniformes_Cyprinidae_Ctenopharyngodon	927	45768	65640	66440	4
1316	Actinopteri_Cypriniformes_Cyprinidae_Ctenopharyngodon_idella	81	5829	49231	49831	3
1317	Actinopteri_Cypriniformes_Cyprinidae_Ctenopharyngodon_idellus	5	195	16409	16609	1
1318	Actinopteri_Cypriniformes_Cyprinidae_Culter	0	0	32845	33245	2
1319	Actinopteri_Cypriniformes_Cyprinidae_Culter_alburnus	0	0	32845	33245	2
1320	Actinopteri_Cypriniformes_Cyprinidae_Cultrichthys	0	0	16424	16624	1
1321	Actinopteri_Cypriniformes_Cyprinidae_Cultrichthys_compressocorpus	55	2804	16424	16624	1
1322	Actinopteri_Cypriniformes_Cyprinidae_Cyclocheilichthys	9	8	49135	49735	3
1323	Actinopteri_Cypriniformes_Cyprinidae_Cyclocheilichthys_enoplos	1179	16121	16380	16580	1
1324	Actinopteri_Cypriniformes_Cyprinidae_Cyclocheilichthys_heteronema	1633	16210	16374	16574	1
1325	Actinopteri_Cypriniformes_Cyprinidae_Cyclocheilichthys_janthochir	1113	15400	16381	16581	1
1326	Actinopteri_Cypriniformes_Cyprinidae_Cyprinella	89	99	49368	49968	3
1327	Actinopteri_Cypriniformes_Cyprinidae_Cyprinella_galactura	1905	16303	16515	16715	1
1328	Actinopteri_Cypriniformes_Cyprinidae_Cyprinella_lutrensis	1859	16221	16507	16707	1
1329	Actinopteri_Cypriniformes_Cyprinidae_Cyprinella_spiloptera	1954	15977	16346	16546	1
1330	Actinopteri_Cypriniformes_Cyprinidae_Cyprinion	0	0	16382	16582	1
1331	Actinopteri_Cypriniformes_Cyprinidae_Cyprinion_semiplotum	1383	15938	16382	16582	1
1332	Actinopteri_Cypriniformes_Cyprinidae_Cyprinus	374	36914	229342	232142	14
1333	Actinopteri_Cypriniformes_Cyprinidae_Cyprinus_acutidorsalis	418	10248	16381	16581	1
1334	Actinopteri_Cypriniformes_Cyprinidae_Cyprinus_carpio	108	23851	180199	182399	11
1335	Actinopteri_Cypriniformes_Cyprinidae_Cyprinus_megalophthalmus	582	12685	16381	16581	1
1336	Actinopteri_Cypriniformes_Cyprinidae_Cyprinus_multitaeniata	359	9660	16381	16581	1
1337	Actinopteri_Cypriniformes_Cyprinidae_Danio	1084	10547	82323	83323	5
1338	Actinopteri_Cypriniformes_Cyprinidae_Danio_albolineatus	1274	9543	16411	16611	1
1339	Actinopteri_Cypriniformes_Cyprinidae_Danio_dangila	2170	16657	16677	16877	1
1340	Actinopteri_Cypriniformes_Cyprinidae_Danio_margaritatus	1892	16025	16421	16621	1
1341	Actinopteri_Cypriniformes_Cyprinidae_Danio_nigrofasciatus	1229	11162	16417	16617	1
1342	Actinopteri_Cypriniformes_Cyprinidae_Danio_rerio	1231	11170	16397	16597	1
1343	Actinopteri_Cypriniformes_Cyprinidae_Dawkinsia	0	0	16411	16611	1
1344	Actinopteri_Cypriniformes_Cyprinidae_Dawkinsia_tambraparniei	1607	16300	16411	16611	1
1345	Actinopteri_Cypriniformes_Cyprinidae_Devario	102	1429	33158	33558	2
1346	Actinopteri_Cypriniformes_Cyprinidae_Devario_devario	2197	16718	16792	16992	1
1347	Actinopteri_Cypriniformes_Cyprinidae_Devario_laoensis	602	7282	16366	16566	1
1348	Actinopteri_Cypriniformes_Cyprinidae_Dionda	0	0	16609	16809	1
1349	Actinopteri_Cypriniformes_Cyprinidae_Dionda_episcopa	1987	16337	16609	16809	1
1350	Actinopteri_Cypriniformes_Cyprinidae_Diptychus	0	0	16696	16896	1
1351	Actinopteri_Cypriniformes_Cyprinidae_Diptychus_maculatus	1959	16525	16696	16896	1
1352	Actinopteri_Cypriniformes_Cyprinidae_Discherodontus	147	197	32739	33139	2
1353	Actinopteri_Cypriniformes_Cyprinidae_Discherodontus_ashmeadi	1396	16052	16367	16567	1
1354	Actinopteri_Cypriniformes_Cyprinidae_Discherodontus_schroederi	1456	15983	16372	16572	1
1355	Actinopteri_Cypriniformes_Cyprinidae_Discogobio	449	3947	49195	49795	3
1356	Actinopteri_Cypriniformes_Cyprinidae_Discogobio_longibarbatus	982	14738	16395	16595	1
1357	Actinopteri_Cypriniformes_Cyprinidae_Discogobio_tetrabarbatus	507	12670	16397	16597	1
1358	Actinopteri_Cypriniformes_Cyprinidae_Discogobio_yunnanensis	611	13094	16403	16603	1
1359	Actinopteri_Cypriniformes_Cyprinidae_Distoechodon	0	0	16421	16621	1
1360	Actinopteri_Cypriniformes_Cyprinidae_Distoechodon_tumirostris	957	14755	16421	16621	1
1361	Actinopteri_Cypriniformes_Cyprinidae_Elopichthys	0	0	16420	16620	1
1362	Actinopteri_Cypriniformes_Cyprinidae_Elopichthys_bambusa	980	13449	16420	16620	1
1363	Actinopteri_Cypriniformes_Cyprinidae_Enteromius	48	0	82374	83374	5
1364	Actinopteri_Cypriniformes_Cyprinidae_Enteromius_eburneensis	1717	16394	16479	16679	1
1365	Actinopteri_Cypriniformes_Cyprinidae_Enteromius_fasciolatus	1879	16333	16367	16567	1
1366	Actinopteri_Cypriniformes_Cyprinidae_Enteromius_hulstaerti	2180	16576	16576	16776	1
1367	Actinopteri_Cypriniformes_Cyprinidae_Enteromius_pobeguini	2145	16734	16734	16934	1
1368	Actinopteri_Cypriniformes_Cyprinidae_Enteromius_trimaculatus	2036	16218	16218	16418	1
1369	Actinopteri_Cypriniformes_Cyprinidae_Epalzeorhynchos	27	59	32524	32924	2
1370	Actinopteri_Cypriniformes_Cyprinidae_Epalzeorhynchos_bicolor	1470	15988	16266	16466	1
1371	Actinopteri_Cypriniformes_Cyprinidae_Epalzeorhynchos_frenatus	1369	15745	16258	16458	1
1372	Actinopteri_Cypriniformes_Cyprinidae_Erimystax	0	0	16454	16654	1
1373	Actinopteri_Cypriniformes_Cyprinidae_Erimystax_dissimilis	1598	16045	16454	16654	1
1374	Actinopteri_Cypriniformes_Cyprinidae_Esomus	0	0	16830	17030	1
1375	Actinopteri_Cypriniformes_Cyprinidae_Esomus_metallicus	2303	16830	16830	17030	1
1376	Actinopteri_Cypriniformes_Cyprinidae_Folifer	0	0	16508	16708	1
1377	Actinopteri_Cypriniformes_Cyprinidae_Folifer_brevifilis	1692	16435	16508	16708	1
1378	Actinopteri_Cypriniformes_Cyprinidae_Garra	640	804	167125	169125	10
1379	Actinopteri_Cypriniformes_Cyprinidae_Garra_congoensis	1653	16442	16562	16762	1
1380	Actinopteri_Cypriniformes_Cyprinidae_Garra_flavatra	2046	16528	16544	16744	1
1381	Actinopteri_Cypriniformes_Cyprinidae_Garra_imberba	1252	15787	16401	16601	1
1382	Actinopteri_Cypriniformes_Cyprinidae_Garra_kempi	1322	16602	16905	17105	1
1383	Actinopteri_Cypriniformes_Cyprinidae_Garra_orientalis	1428	16664	17089	17289	1
1384	Actinopteri_Cypriniformes_Cyprinidae_Garra_poecilura	2141	16761	16779	16979	1
1385	Actinopteri_Cypriniformes_Cyprinidae_Garra_qiaojiensis	1562	16810	16897	17097	1
1386	Actinopteri_Cypriniformes_Cyprinidae_Garra_rufa	1780	16438	16564	16764	1
1387	Actinopteri_Cypriniformes_Cyprinidae_Garra_salweenica	1530	16568	16761	16961	1
1388	Actinopteri_Cypriniformes_Cyprinidae_Garra_spilota	1375	16187	16623	16823	1
1389	Actinopteri_Cypriniformes_Cyprinidae_Gila	172	225	32792	33192	2
1390	Actinopteri_Cypriniformes_Cyprinidae_Gila_conspersa	1310	15630	16396	16596	1
1391	Actinopteri_Cypriniformes_Cyprinidae_Gila_robusta	1211	14898	16396	16596	1
1392	Actinopteri_Cypriniformes_Cyprinidae_Gnathopogon	1039	2956	98406	99606	6
1393	Actinopteri_Cypriniformes_Cyprinidae_Gnathopogon_elongatus	1596	15636	16405	16605	1
1394	Actinopteri_Cypriniformes_Cyprinidae_Gnathopogon_imberbis	1544	15747	16399	16599	1
1395	Actinopteri_Cypriniformes_Cyprinidae_Gnathopogon_nicholsi	1613	15819	16407	16607	1
1396	Actinopteri_Cypriniformes_Cyprinidae_Gnathopogon_polytaenia	899	14692	16395	16595	1
1397	Actinopteri_Cypriniformes_Cyprinidae_Gnathopogon_strigatus	1435	15632	16403	16603	1
1398	Actinopteri_Cypriniformes_Cyprinidae_Gnathopogon_taeniellus	899	14611	16397	16597	1
1399	Actinopteri_Cypriniformes_Cyprinidae_Gobio	65	173	32814	33214	2
1400	Actinopteri_Cypriniformes_Cyprinidae_Gobio_cynocephalus	1275	14733	16406	16606	1
1401	Actinopteri_Cypriniformes_Cyprinidae_Gobio_gobio	1467	15364	16408	16608	1
1402	Actinopteri_Cypriniformes_Cyprinidae_Gobiobotia	655	2590	98445	99645	6
1403	Actinopteri_Cypriniformes_Cyprinidae_Gobiobotia_brevibarba	1795	16224	16395	16595	1
1404	Actinopteri_Cypriniformes_Cyprinidae_Gobiobotia_filifer	698	7788	16414	16614	1
1405	Actinopteri_Cypriniformes_Cyprinidae_Gobiobotia_intermedia	1689	16226	16409	16609	1
1406	Actinopteri_Cypriniformes_Cyprinidae_Gobiobotia_macrocephala	1683	15884	16411	16611	1
1407	Actinopteri_Cypriniformes_Cyprinidae_Gobiobotia_naktongensis	1053	14725	16410	16610	1
1408	Actinopteri_Cypriniformes_Cyprinidae_Gobiobotia_pappenheimi	1154	14827	16406	16606	1
1409	Actinopteri_Cypriniformes_Cyprinidae_Gobiocypris	0	0	16402	16602	1
1410	Actinopteri_Cypriniformes_Cyprinidae_Gobiocypris_rarus	1718	16047	16402	16602	1
1411	Actinopteri_Cypriniformes_Cyprinidae_Gymnocypris	1121	45666	115410	116810	7
1412	Actinopteri_Cypriniformes_Cyprinidae_Gymnocypris_dobula	88	3394	16521	16721	1
1413	Actinopteri_Cypriniformes_Cyprinidae_Gymnocypris_eckloni	188	5083	16487	16687	1
1414	Actinopteri_Cypriniformes_Cyprinidae_Gymnocypris_namensis	87	3996	16475	16675	1
1415	Actinopteri_Cypriniformes_Cyprinidae_Gymnocypris_potanini	418	6670	16481	16681	1
1416	Actinopteri_Cypriniformes_Cyprinidae_Gymnocypris_przewalskii	85	7700	32966	33366	2
1417	Actinopteri_Cypriniformes_Cyprinidae_Gymnocypris_scleracanthus	78	3364	16480	16680	1
1418	Actinopteri_Cypriniformes_Cyprinidae_Gymnodiptychus	150	769	32865	33265	2
1419	Actinopteri_Cypriniformes_Cyprinidae_Gymnodiptychus_dybowskii	1777	15956	16478	16678	1
1420	Actinopteri_Cypriniformes_Cyprinidae_Gymnodiptychus_pachycheilus	1712	15959	16387	16587	1
1421	Actinopteri_Cypriniformes_Cyprinidae_Hampala	0	0	16567	16767	1
1422	Actinopteri_Cypriniformes_Cyprinidae_Hampala_macrolepidota	1371	13372	16567	16767	1
1423	Actinopteri_Cypriniformes_Cyprinidae_Hemibarbus	1270	21341	114949	116349	7
1424	Actinopteri_Cypriniformes_Cyprinidae_Hemibarbus_barbus	426	11034	16482	16682	1
1425	Actinopteri_Cypriniformes_Cyprinidae_Hemibarbus_labeo	356	10511	16413	16613	1
1426	Actinopteri_Cypriniformes_Cyprinidae_Hemibarbus_longirostris	1734	15617	16409	16609	1
1427	Actinopteri_Cypriniformes_Cyprinidae_Hemibarbus_maculatus	599	12550	16412	16612	1
1428	Actinopteri_Cypriniformes_Cyprinidae_Hemibarbus_medius	404	10548	16415	16615	1
1429	Actinopteri_Cypriniformes_Cyprinidae_Hemibarbus_mylodon	1659	15960	16406	16606	1
1430	Actinopteri_Cypriniformes_Cyprinidae_Hemibarbus_umbrifer	393	10142	16412	16612	1
1431	Actinopteri_Cypriniformes_Cyprinidae_Hemiculter	504	20127	65683	66483	4
1432	Actinopteri_Cypriniformes_Cyprinidae_Hemiculter_bleekeri	1514	13801	16416	16616	1
1433	Actinopteri_Cypriniformes_Cyprinidae_Hemiculter_eigenmanni	86	3552	16427	16627	1
1434	Actinopteri_Cypriniformes_Cyprinidae_Hemiculter_leucisculus	61	2371	16418	16618	1
1435	Actinopteri_Cypriniformes_Cyprinidae_Hemiculter_tchangi	129	4689	16422	16622	1
1436	Actinopteri_Cypriniformes_Cyprinidae_Hemiculterella	0	0	16419	16619	1
1437	Actinopteri_Cypriniformes_Cyprinidae_Hemiculterella_sauvagei	1178	15323	16419	16619	1
1438	Actinopteri_Cypriniformes_Cyprinidae_Hemigrammocypris	0	0	16416	16616	1
1439	Actinopteri_Cypriniformes_Cyprinidae_Hemigrammocypris_rasborella	1453	15588	16416	16616	1
1440	Actinopteri_Cypriniformes_Cyprinidae_Henicorhynchus	40	22	33437	33837	2
1441	Actinopteri_Cypriniformes_Cyprinidae_Henicorhynchus_lineatus	1754	16580	16626	16826	1
1442	Actinopteri_Cypriniformes_Cyprinidae_Henicorhynchus_siamensis	2050	16800	16811	17011	1
1443	Actinopteri_Cypriniformes_Cyprinidae_Herzensteinia	0	0	16527	16727	1
1444	Actinopteri_Cypriniformes_Cyprinidae_Herzensteinia_microcephalus	497	12188	16527	16727	1
1445	Actinopteri_Cypriniformes_Cyprinidae_Horadandia	0	0	16536	16736	1
1446	Actinopteri_Cypriniformes_Cyprinidae_Horadandia_atukorali	2187	16536	16536	16736	1
1447	Actinopteri_Cypriniformes_Cyprinidae_Huigobio	0	0	16411	16611	1
1448	Actinopteri_Cypriniformes_Cyprinidae_Huigobio_chenhsienensis	1584	15423	16411	16611	1
1449	Actinopteri_Cypriniformes_Cyprinidae_Hybognathus	0	0	16513	16713	1
1450	Actinopteri_Cypriniformes_Cyprinidae_Hybognathus_nuchalis	1515	15556	16513	16713	1
1451	Actinopteri_Cypriniformes_Cyprinidae_Hybopsis	0	0	16776	16976	1
1452	Actinopteri_Cypriniformes_Cyprinidae_Hybopsis_lineapunctata	1720	16463	16776	16976	1
1453	Actinopteri_Cypriniformes_Cyprinidae_Hypophthalmichthys	336	12859	49260	49860	3
1454	Actinopteri_Cypriniformes_Cyprinidae_Hypophthalmichthys_molitrix	784	14090	16421	16621	1
1455	Actinopteri_Cypriniformes_Cyprinidae_Hypophthalmichthys_nobilis	51	7770	32839	33239	2
1456	Actinopteri_Cypriniformes_Cyprinidae_Hypselobarbus	250	1059	49194	49794	3
1457	Actinopteri_Cypriniformes_Cyprinidae_Hypselobarbus_jerdoni	1117	15267	16403	16603	1
1458	Actinopteri_Cypriniformes_Cyprinidae_Hypselobarbus_pulchellus	1226	15901	16389	16589	1
1459	Actinopteri_Cypriniformes_Cyprinidae_Hypselobarbus_thomassi	1225	16036	16402	16602	1
1460	Actinopteri_Cypriniformes_Cyprinidae_Hypsibarbus	191	1916	32780	33180	2
1461	Actinopteri_Cypriniformes_Cyprinidae_Hypsibarbus_salweenensis	1033	15018	16389	16589	1
1462	Actinopteri_Cypriniformes_Cyprinidae_Hypsibarbus_vernayi	1087	14763	16391	16591	1
1463	Actinopteri_Cypriniformes_Cyprinidae_Iberochondrostoma	0	0	16402	16602	1
1464	Actinopteri_Cypriniformes_Cyprinidae_Iberochondrostoma_lemmingii	1595	15873	16402	16602	1
1465	Actinopteri_Cypriniformes_Cyprinidae_Incisilabeo	0	0	16405	16605	1
1466	Actinopteri_Cypriniformes_Cyprinidae_Incisilabeo_behri	858	14927	16405	16605	1
1467	Actinopteri_Cypriniformes_Cyprinidae_Ischikauia	0	0	16421	16621	1
1468	Actinopteri_Cypriniformes_Cyprinidae_Ischikauia_steenackeri	915	14516	16421	16621	1
1469	Actinopteri_Cypriniformes_Cyprinidae_Labeo	2903	40283	311899	315699	19
1470	Actinopteri_Cypriniformes_Cyprinidae_Labeo_altivelis	519	14060	16404	16604	1
1471	Actinopteri_Cypriniformes_Cyprinidae_Labeo_angra	1030	15304	16407	16607	1
1472	Actinopteri_Cypriniformes_Cyprinidae_Labeo_bata	820	14123	16406	16606	1
1473	Actinopteri_Cypriniformes_Cyprinidae_Labeo_batesii	1495	16232	16404	16604	1
1474	Actinopteri_Cypriniformes_Cyprinidae_Labeo_boggut	873	13941	16404	16604	1
1475	Actinopteri_Cypriniformes_Cyprinidae_Labeo_calbasu	417	6028	16397	16597	1
1476	Actinopteri_Cypriniformes_Cyprinidae_Labeo_chrysophekadion	935	14744	16403	16603	1
1477	Actinopteri_Cypriniformes_Cyprinidae_Labeo_coubie	1157	15988	16406	16606	1
1478	Actinopteri_Cypriniformes_Cyprinidae_Labeo_cyclorhynchus	1184	15961	16411	16611	1
1479	Actinopteri_Cypriniformes_Cyprinidae_Labeo_cylindricus	1025	15621	16403	16603	1
1480	Actinopteri_Cypriniformes_Cyprinidae_Labeo_dussumieri	591	12215	16414	16614	1
1481	Actinopteri_Cypriniformes_Cyprinidae_Labeo_fimbriatus	6	366	16415	16615	1
1482	Actinopteri_Cypriniformes_Cyprinidae_Labeo_gonius	39	1705	16415	16615	1
1483	Actinopteri_Cypriniformes_Cyprinidae_Labeo_lineatus	796	15190	16407	16607	1
1484	Actinopteri_Cypriniformes_Cyprinidae_Labeo_nasus	1106	16235	16402	16602	1
1485	Actinopteri_Cypriniformes_Cyprinidae_Labeo_pangusia	999	14978	16402	16602	1
1486	Actinopteri_Cypriniformes_Cyprinidae_Labeo_pierrei	1294	16059	16567	16767	1
1487	Actinopteri_Cypriniformes_Cyprinidae_Labeo_rohita	227	3005	16427	16627	1
1488	Actinopteri_Cypriniformes_Cyprinidae_Labeo_senegalensis	663	14421	16405	16605	1
1489	Actinopteri_Cypriniformes_Cyprinidae_Labeobarbus	0	0	16382	16582	1
1490	Actinopteri_Cypriniformes_Cyprinidae_Labeobarbus_intermedius	1246	15885	16382	16582	1
1491	Actinopteri_Cypriniformes_Cyprinidae_Labiobarbus	342	3036	65584	66384	4
1492	Actinopteri_Cypriniformes_Cyprinidae_Labiobarbus_leptocheilus	1002	14399	16394	16594	1
1493	Actinopteri_Cypriniformes_Cyprinidae_Labiobarbus_lineatus	1109	14855	16399	16599	1
1494	Actinopteri_Cypriniformes_Cyprinidae_Labiobarbus_ocellatus	1256	15992	16397	16597	1
1495	Actinopteri_Cypriniformes_Cyprinidae_Labiobarbus_spilopleura	1197	15190	16394	16594	1
1496	Actinopteri_Cypriniformes_Cyprinidae_Ladislavia	0	0	16414	16614	1
1497	Actinopteri_Cypriniformes_Cyprinidae_Ladislavia_taczanowskii	1779	15720	16414	16614	1
1498	Actinopteri_Cypriniformes_Cyprinidae_Lavinia	0	0	16403	16603	1
1499	Actinopteri_Cypriniformes_Cyprinidae_Lavinia_exilicauda	1533	15605	16403	16603	1
1500	Actinopteri_Cypriniformes_Cyprinidae_Leptobarbus	0	0	16353	16553	1
1501	Actinopteri_Cypriniformes_Cyprinidae_Leptobarbus_hoevenii	1595	16235	16353	16553	1
1502	Actinopteri_Cypriniformes_Cyprinidae_Leucaspius	0	0	16403	16603	1
1503	Actinopteri_Cypriniformes_Cyprinidae_Leucaspius_delineatus	1073	11300	16403	16603	1
1504	Actinopteri_Cypriniformes_Cyprinidae_Leuciscus	1468	22402	65629	66429	4
1505	Actinopteri_Cypriniformes_Cyprinidae_Leuciscus_baicalensis	1515	15292	16407	16607	1
1506	Actinopteri_Cypriniformes_Cyprinidae_Leuciscus_burdigalensis	138	4446	16408	16608	1
1507	Actinopteri_Cypriniformes_Cyprinidae_Leuciscus_oxyrrhis	147	4580	16408	16608	1
1508	Actinopteri_Cypriniformes_Cyprinidae_Leuciscus_waleckii	1585	15510	16406	16606	1
1509	Actinopteri_Cypriniformes_Cyprinidae_Lobocheilos	0	0	16393	16593	1
1510	Actinopteri_Cypriniformes_Cyprinidae_Lobocheilos_melanotaenia	1210	15199	16393	16593	1
1511	Actinopteri_Cypriniformes_Cyprinidae_Luciobarbus	94	825	32813	33213	2
1512	Actinopteri_Cypriniformes_Cyprinidae_Luciobarbus_capito	1226	15345	16404	16604	1
1513	Actinopteri_Cypriniformes_Cyprinidae_Luciobarbus_sclateri	1242	15452	16409	16609	1
1514	Actinopteri_Cypriniformes_Cyprinidae_Luciocyprinus	0	0	16402	16602	1
1515	Actinopteri_Cypriniformes_Cyprinidae_Luciocyprinus_striolatus	1195	15909	16402	16602	1
1516	Actinopteri_Cypriniformes_Cyprinidae_Luciosoma	0	0	16333	16533	1
1517	Actinopteri_Cypriniformes_Cyprinidae_Luciosoma_bleekeri	2370	16299	16333	16533	1
1518	Actinopteri_Cypriniformes_Cyprinidae_Luxilus	91	517	33037	33437	2
1519	Actinopteri_Cypriniformes_Cyprinidae_Luxilus_chrysocephalus	1487	15320	16519	16719	1
1520	Actinopteri_Cypriniformes_Cyprinidae_Luxilus_cornutus	1428	15412	16518	16718	1
1521	Actinopteri_Cypriniformes_Cyprinidae_Lythrurus	1320	10527	66009	66809	4
1522	Actinopteri_Cypriniformes_Cyprinidae_Lythrurus_ardens	411	11290	16502	16702	1
1523	Actinopteri_Cypriniformes_Cyprinidae_Lythrurus_fumeus	1715	15646	16504	16704	1
1524	Actinopteri_Cypriniformes_Cyprinidae_Lythrurus_lirus	1331	15047	16506	16706	1
1525	Actinopteri_Cypriniformes_Cyprinidae_Lythrurus_umbratilis	374	10357	16497	16697	1
1526	Actinopteri_Cypriniformes_Cyprinidae_Macrhybopsis	205	457	49937	50537	3
1527	Actinopteri_Cypriniformes_Cyprinidae_Macrhybopsis_hyostoma	1642	16181	16700	16900	1
1528	Actinopteri_Cypriniformes_Cyprinidae_Macrhybopsis_meeki	1692	16512	16727	16927	1
1529	Actinopteri_Cypriniformes_Cyprinidae_Macrhybopsis_storeriana	1553	16036	16510	16710	1
1530	Actinopteri_Cypriniformes_Cyprinidae_Macrochirichthys	0	0	16658	16858	1
1531	Actinopteri_Cypriniformes_Cyprinidae_Macrochirichthys_macrochirus	1922	16616	16658	16858	1
1532	Actinopteri_Cypriniformes_Cyprinidae_Meda	0	0	16392	16592	1
1533	Actinopteri_Cypriniformes_Cyprinidae_Meda_fulgida	2195	16337	16392	16592	1
1534	Actinopteri_Cypriniformes_Cyprinidae_Megalobrama	842	85604	246349	249349	15
1535	Actinopteri_Cypriniformes_Cyprinidae_Megalobrama_amblycephala	261	80483	164238	166238	10
1536	Actinopteri_Cypriniformes_Cyprinidae_Megalobrama_pellegrini	73	2949	16421	16621	1
1537	Actinopteri_Cypriniformes_Cyprinidae_Megalobrama_skolkovii	5	720	32843	33243	2
1538	Actinopteri_Cypriniformes_Cyprinidae_Megalobrama_terminalis	3	366	32847	33247	2
1539	Actinopteri_Cypriniformes_Cyprinidae_Metzia	1226	17701	65657	66457	4
1540	Actinopteri_Cypriniformes_Cyprinidae_Metzia_formosae	1298	15641	16415	16615	1
1541	Actinopteri_Cypriniformes_Cyprinidae_Metzia_lineata	163	6926	16415	16615	1
1542	Actinopteri_Cypriniformes_Cyprinidae_Metzia_longinasus	1166	15182	16415	16615	1
1543	Actinopteri_Cypriniformes_Cyprinidae_Metzia_mesembrinum	215	7258	16412	16612	1
1544	Actinopteri_Cypriniformes_Cyprinidae_Microdevario	0	0	16573	16773	1
1545	Actinopteri_Cypriniformes_Cyprinidae_Microdevario_nana	2489	16573	16573	16773	1
1546	Actinopteri_Cypriniformes_Cyprinidae_Microphysogobio	423	2011	147608	149408	9
1547	Actinopteri_Cypriniformes_Cyprinidae_Microphysogobio_alticorpus	1780	16168	16369	16569	1
1548	Actinopteri_Cypriniformes_Cyprinidae_Microphysogobio_amurensis	514	11630	16400	16600	1
1549	Actinopteri_Cypriniformes_Cyprinidae_Microphysogobio_brevirostris	1298	15312	16409	16609	1
1550	Actinopteri_Cypriniformes_Cyprinidae_Microphysogobio_fukiensis	1053	14618	16401	16601	1
1551	Actinopteri_Cypriniformes_Cyprinidae_Microphysogobio_koreensis	1294	14876	16407	16607	1
1552	Actinopteri_Cypriniformes_Cyprinidae_Microphysogobio_liaohensis	1311	15388	16410	16610	1
1553	Actinopteri_Cypriniformes_Cyprinidae_Microphysogobio_longidorsalis	1369	15176	16404	16604	1
1554	Actinopteri_Cypriniformes_Cyprinidae_Microphysogobio_tafangensis	1598	15779	16406	16606	1
1555	Actinopteri_Cypriniformes_Cyprinidae_Microphysogobio_yaluensis	1197	14534	16402	16602	1
1556	Actinopteri_Cypriniformes_Cyprinidae_Mylocheilus	0	0	16458	16658	1
1557	Actinopteri_Cypriniformes_Cyprinidae_Mylocheilus_caurinus	1446	15550	16458	16658	1
1558	Actinopteri_Cypriniformes_Cyprinidae_Mylopharyngodon	0	0	16410	16610	1
1559	Actinopteri_Cypriniformes_Cyprinidae_Mylopharyngodon_piceus	971	13904	16410	16610	1
1560	Actinopteri_Cypriniformes_Cyprinidae_Mystacoleucus	0	0	16412	16612	1
1561	Actinopteri_Cypriniformes_Cyprinidae_Mystacoleucus_marginatus	1427	15912	16412	16612	1
1562	Actinopteri_Cypriniformes_Cyprinidae_Neolissochilus	76	704	32749	33149	2
1563	Actinopteri_Cypriniformes_Cyprinidae_Neolissochilus_hexagonolepis	861	13492	16364	16564	1
1564	Actinopteri_Cypriniformes_Cyprinidae_Neolissochilus_stracheyi	916	14832	16385	16585	1
1565	Actinopteri_Cypriniformes_Cyprinidae_Nicholsicypris	0	0	16420	16620	1
1566	Actinopteri_Cypriniformes_Cyprinidae_Nicholsicypris_normalis	1110	15017	16420	16620	1
1567	Actinopteri_Cypriniformes_Cyprinidae_Nipponocypris	254	1276	49249	49849	3
1568	Actinopteri_Cypriniformes_Cyprinidae_Nipponocypris_koreanus	1351	15046	16416	16616	1
1569	Actinopteri_Cypriniformes_Cyprinidae_Nipponocypris_sieboldii	1516	15927	16417	16617	1
1570	Actinopteri_Cypriniformes_Cyprinidae_Nipponocypris_temminckii	1324	14907	16416	16616	1
1571	Actinopteri_Cypriniformes_Cyprinidae_Nocomis	884	7842	32907	33307	2
1572	Actinopteri_Cypriniformes_Cyprinidae_Nocomis_asper	1057	15150	16456	16656	1
1573	Actinopteri_Cypriniformes_Cyprinidae_Nocomis_biguttatus	599	9584	16451	16651	1
1574	Actinopteri_Cypriniformes_Cyprinidae_Notemigonus	0	0	16384	16584	1
1575	Actinopteri_Cypriniformes_Cyprinidae_Notemigonus_crysoleucas	1729	15992	16384	16584	1
1576	Actinopteri_Cypriniformes_Cyprinidae_Notropis	160	1046	99298	100498	6
1577	Actinopteri_Cypriniformes_Cyprinidae_Notropis_atherinoides	1666	15534	16511	16711	1
1578	Actinopteri_Cypriniformes_Cyprinidae_Notropis_bifrenatus	1625	15881	16605	16805	1
1579	Actinopteri_Cypriniformes_Cyprinidae_Notropis_chrosomus	1675	15869	16519	16719	1
1580	Actinopteri_Cypriniformes_Cyprinidae_Notropis_imeldae	1743	16131	16510	16710	1
1581	Actinopteri_Cypriniformes_Cyprinidae_Notropis_stramineus	1862	16096	16512	16712	1
1582	Actinopteri_Cypriniformes_Cyprinidae_Notropis_telescopus	1641	16128	16641	16841	1
1583	Actinopteri_Cypriniformes_Cyprinidae_Ochetobius	0	0	16414	16614	1
1584	Actinopteri_Cypriniformes_Cyprinidae_Ochetobius_elongatus	1298	15680	16414	16614	1
1585	Actinopteri_Cypriniformes_Cyprinidae_Onychostoma	3072	50453	163980	165980	10
